cap-texture,spore-pattern,stem-flexibility,ring-thickness,cap-shape,cap-surface:%3F,cap-color,gill-attachment,stalk-shape,veil-type,veil-color,ring-number,population,habitat,class
b'i',b'f',b'c',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'c',b'o',b'b',b'b',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'k',b'm',b'h',b'a',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'b',b'c',b'e',b'a',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b't',b'v',b'g',b'p'
b'r',b'j',b'h',b'a',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'p'
b's',b'c',b'b',b'c',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'c',b'e',b'c',b'b',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'e',b'h',b'i',b'a',b'k',b'y',b'b',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'e',b'i',b'g',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'r',b'h',b'e',b'b',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'l',b'j',b'g',b'a',b'b',b'y',b'b',b'f',b'e',b'p',b'w',b't',b'v',b'm',b'p'
b'd',b'n',b'a',b'c',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'f',b'b',b'd',b'c',b'k',b's',b'n',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'l',b'a',b'a',b'a',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'g',b'e',b'j',b'b',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'n',b'm',b'i',b'c',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'k',b'l',b'c',b'a',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'p',b'l',b'a',b'a',b'k',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'l',b'e',b'f',b'c',b'f',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'i',b'k',b'f',b'c',b'f',b's',b'e',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'q',b'm',b'c',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'o',b'c',b'e',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'g',b'm',b'b',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'j',b'k',b'c',b'a',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'i',b'e',b'g',b'b',b'k',b's',b'n',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b's',b'c',b'd',b'c',b'f',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'p'
b'n',b'g',b'j',b'c',b'x',b's',b'b',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'b',b'g',b'i',b'b',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'k',b'i',b'd',b'a',b'k',b'f',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'l',b'e',b'a',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'm',b'n',b'b',b'c',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'r',b'c',b'j',b'b',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b's',b'f',b'i',b'c',b'k',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'l',b'e',b'h',b'a',b'f',b's',b'w',b'f',b'e',b'p',b'w',b't',b'v',b'm',b'p'
b's',b'c',b'g',b'a',b'f',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'p',b'o',b'f',b'b',b'k',b'y',b'p',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'i',b'j',b'g',b'c',b'f',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'c',b'l',b'p'
b'f',b'a',b'i',b'c',b'f',b's',b'b',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'f',b'i',b'i',b'a',b'f',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'e'
b'a',b'l',b'a',b'b',b'x',b'y',b'r',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'e'
b'b',b'o',b'i',b'a',b'x',b's',b'b',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'r',b'd',b'e',b'c',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'n',b'e',b'j',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'm',b'k',b'c',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'r',b'm',b'c',b'c',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'h',b'k',b'c',b'c',b'f',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'h',b'b',b'j',b'a',b'f',b's',b'e',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'q',b'j',b'a',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'm',b'l',b'b',b'b',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'p'
b'a',b'c',b'c',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'l',b'l',b'i',b'a',b'x',b's',b'n',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'c',b'g',b'i',b'b',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'r',b'e',b'h',b'b',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'i',b'o',b'i',b'a',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'l',b'k',b'e',b'a',b'x',b'f',b'c',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'q',b'm',b'b',b'a',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'k',b'd',b'b',b'c',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'm',b'b',b'b',b'b',b'x',b'y',b'r',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'e'
b'i',b'b',b'a',b'b',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'b',b'g',b'a',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'i',b'i',b'd',b'b',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'i',b'g',b'b',b'a',b'f',b'y',b'e',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'f',b'e',b'j',b'b',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'r',b'l',b'j',b'b',b'k',b'y',b'n',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'c',b'e',b'g',b'c',b'f',b'y',b'e',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'h',b'a',b'j',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'o',b'g',b'e',b'b',b'b',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'p',b'g',b'e',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'g',b'g',b'c',b'c',b'f',b'y',b'b',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'o',b'b',b'a',b'c',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'c',b'h',b'g',b'a',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'k',b'h',b'h',b'a',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'e',b'k',b'i',b'c',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b't',b'v',b'm',b'p'
b'b',b'i',b'j',b'c',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'e',b'g',b'e',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'm',b'm',b'f',b'c',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'p',b'i',b'f',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'c',b'd',b'a',b'b',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'r',b'i',b'h',b'a',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'b',b'n',b'f',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'i',b'g',b'd',b'b',b'f',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'e'
b'p',b'j',b'e',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'i',b'i',b'a',b'b',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'a',b'f',b'b',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'b',b'o',b'a',b'a',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b's',b'n',b'b',b'c',b'f',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'g',b'b',b'b',b'c',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'i',b'j',b'a',b'a',b'k',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'a',b'c',b'e',b'b',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'd',b'a',b'i',b'c',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'r',b'l',b'd',b'b',b'x',b'y',b'c',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'q',b'l',b'j',b'a',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'n',b'j',b'a',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'p',b'a',b'j',b'b',b'f',b'y',b'p',b'f',b'e',b'p',b'w',b't',b'v',b'g',b'p'
b'm',b'e',b'f',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'a',b'l',b'g',b'b',b'x',b's',b'p',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'l',b'i',b'f',b'a',b'f',b'y',b'b',b'f',b'e',b'p',b'w',b't',b'v',b'g',b'p'
b'j',b'm',b'd',b'a',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'h',b'a',b'g',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'h',b'l',b'f',b'b',b'f',b'f',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'b',b'b',b'f',b'a',b'x',b'f',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'a',b'd',b'e',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'b',b'a',b'j',b'b',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'g',b'd',b'g',b'b',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'p',b'o',b'd',b'c',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'h',b'f',b'a',b'b',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'q',b'l',b'c',b'a',b'x',b'y',b'r',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'e'
b'd',b'c',b'f',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'f',b'l',b'b',b'a',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'k',b'l',b'h',b'b',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'd',b'm',b'f',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'p'
b'e',b'c',b'f',b'a',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'a',b'm',b'h',b'a',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'm',b'f',b'h',b'c',b'f',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'o',b'j',b'e',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'j',b'd',b'e',b'b',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'a',b'h',b'g',b'c',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'h',b'g',b'd',b'a',b'f',b's',b'n',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'c',b'm',b'h',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'k',b'j',b'd',b'c',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'f',b'g',b'f',b'b',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'c',b'h',b'd',b'a',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'a',b'b',b'c',b'a',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'c',b'm',b'a',b'b',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'r',b'k',b'i',b'a',b'f',b's',b'p',b'f',b'e',b'p',b'w',b't',b'v',b'm',b'p'
b'o',b'l',b'i',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'p'
b'b',b'h',b'e',b'b',b'k',b's',b'p',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'd',b'f',b'h',b'c',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'g',b'j',b'g',b'c',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'k',b'm',b'j',b'a',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'h',b'a',b'a',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'b',b'd',b'e',b'c',b'b',b'y',b'p',b'f',b'e',b'p',b'w',b't',b'v',b'm',b'p'
b'q',b'j',b'f',b'b',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'o',b'j',b'b',b'c',b'x',b'y',b'p',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'r',b'c',b'd',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'g',b'a',b'h',b'c',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'e',b'l',b'a',b'b',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'a',b'l',b'c',b'b',b'f',b'y',b'b',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'k',b'j',b'h',b'b',b'f',b's',b'b',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'g',b'd',b'h',b'a',b'x',b'f',b'c',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'a',b'm',b'b',b'a',b'f',b's',b'p',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'f',b'd',b'd',b'b',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'b',b'd',b'f',b'c',b'f',b's',b'p',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b's',b'e',b'a',b'b',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'a',b'd',b'i',b'c',b'k',b's',b'e',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'm',b'a',b'j',b'a',b'k',b'y',b'e',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'i',b'k',b'd',b'c',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'k',b'l',b'b',b'b',b'k',b's',b'b',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'd',b'm',b'a',b'b',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'i',b'f',b'd',b'b',b'b',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'o',b'j',b'd',b'a',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'i',b'k',b'e',b'a',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'c',b'i',b'a',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'r',b'e',b'd',b'c',b'b',b'f',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'm',b'f',b'j',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'n',b'b',b'c',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'b',b'c',b'h',b'a',b'f',b'y',b'c',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'a',b'f',b'b',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'k',b'b',b'i',b'a',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'g',b'm',b'd',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b's',b'a',b'j',b'a',b'b',b'y',b'p',b'f',b'e',b'p',b'w',b't',b'v',b'g',b'p'
b'f',b'i',b'f',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'q',b'd',b'b',b'c',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'p',b'g',b'd',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'b',b'h',b'b',b'c',b'f',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'n',b'l',b'e',b'a',b'f',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'g',b'g',b'e',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'm',b'h',b'e',b'a',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'b',b'o',b'b',b'a',b'x',b's',b'n',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'a',b'a',b'e',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'e',b'o',b'f',b'a',b'f',b's',b'b',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'c',b'j',b'd',b'b',b'f',b's',b'e',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'e',b'i',b'c',b'b',b'x',b's',b'n',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'n',b'e',b'f',b'c',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'a',b'j',b'b',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'd',b'd',b'd',b'a',b'f',b's',b'p',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'i',b'b',b'e',b'c',b'x',b's',b'e',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'e',b'o',b'a',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'n',b'k',b'a',b'c',b'b',b'y',b'b',b'f',b'e',b'p',b'w',b't',b'v',b'm',b'p'
b'n',b'l',b'h',b'a',b'f',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'm',b'c',b'i',b'b',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'a',b'd',b'c',b'a',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'l',b'l',b'g',b'b',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'o',b'c',b'j',b'a',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'p',b'n',b'f',b'c',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'd',b'k',b'c',b'a',b'f',b'y',b'r',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'e'
b'k',b'b',b'a',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'o',b'i',b'c',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'c',b'g',b'b',b'b',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'p',b'g',b'e',b'b',b'x',b'f',b'c',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'h',b'a',b'j',b'a',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'j',b'l',b'd',b'c',b'x',b'y',b'u',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'e'
b'f',b'k',b'd',b'b',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'h',b'j',b'e',b'a',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'a',b'c',b'g',b'a',b'f',b'y',b'w',b'f',b'e',b'p',b'w',b't',b'v',b'm',b'p'
b'q',b'b',b'd',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'j',b'f',b'h',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'f',b'i',b'j',b'a',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'i',b'h',b'f',b'c',b'x',b'y',b'p',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'd',b'f',b'h',b'a',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'a',b'a',b'a',b'c',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'j',b'c',b'j',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'p',b'h',b'i',b'c',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'b',b'a',b'c',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'c',b'b',b'g',b'b',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'j',b'e',b'b',b'c',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b's',b'g',b'd',b'a',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'r',b'f',b'j',b'a',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'n',b'c',b'd',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'e',b'k',b'j',b'b',b'f',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'p'
b'e',b'k',b'e',b'a',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'p'
b'd',b'g',b'c',b'c',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'i',b'g',b'e',b'b',b'f',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'g',b'd',b'b',b'a',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'b',b'c',b'f',b'b',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'p'
b'g',b'i',b'g',b'a',b'f',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'a',b'b',b'e',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'm',b'm',b'd',b'b',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'b',b'f',b'c',b'b',b'k',b's',b'e',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'f',b'j',b'i',b'a',b'f',b'y',b'b',b'f',b'e',b'p',b'w',b't',b'v',b'm',b'p'
b'g',b'e',b'a',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'h',b'l',b'f',b'c',b'k',b'y',b'n',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'd',b'h',b'j',b'c',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'm',b'd',b'h',b'c',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'e',b'g',b'i',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'g',b'h',b'c',b'c',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'f',b'm',b'g',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'd',b'e',b'a',b'a',b'b',b's',b'p',b'f',b'e',b'p',b'w',b't',b'v',b'g',b'p'
b'd',b'f',b'd',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'b',b'h',b'a',b'c',b'f',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'i',b'o',b'j',b'c',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'k',b'g',b'e',b'b',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'n',b'n',b'g',b'c',b'f',b'y',b'w',b'f',b'e',b'p',b'w',b't',b'v',b'm',b'p'
